CarCompany,AccidentArea,OwnerGender,OwnerAge,Fault,CarCategory,CarPrice,IsFraud,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,BasePolicy,IsAddressChanged,PastNumberOfClaims
Toyota,Urban,Female,31,Policy Holder,Sport,28469,0,No,No,External,7,Liability,Yes,5
Pontiac,Urban,Female,33,Policy Holder,Sedan,26177,0,No,No,External,4,Collision,No,1
Mazda,Urban,Male,55,Policy Holder,Sport,30049,0,No,No,External,0,Liability,No,1
Honda,Urban,Male,33,Policy Holder,Sport,26827,0,No,No,External,0,Liability,No,0
Mazda,Urban,Female,27,Third Party,Sedan,28410,0,No,No,External,7,Collision,No,2
Toyota,Urban,Male,29,Policy Holder,Sport,38731,0,No,No,External,0,Liability,No,6
Mazda,Urban,Female,29,Policy Holder,Sedan,36585,0,No,No,External,0,Collision,No,3
Toyota,Urban,Female,45,Policy Holder,Sport,38241,0,No,No,External,3,Liability,No,2
Pontiac,Urban,Male,31,Policy Holder,Sport,27601,0,No,No,External,7,Liability,No,1
Honda,Urban,Female,40,Third Party,Sedan,26305,0,No,No,External,3,All Perils,No,0
Toyota,Urban,Male,37,Policy Holder,Sport,37976,0,No,No,External,0,Liability,No,5
Pontiac,Urban,Male,42,Third Party,Sedan,25340,0,No,No,External,0,Collision,No,0
VW,Urban,Male,60,Policy Holder,Sedan,54950,0,No,No,External,7,Collision,No,6
Toyota,Urban,Male,25,Policy Holder,Sedan,22180,0,No,No,External,1,All Perils,No,4
Toyota,Urban,Male,44,Policy Holder,Sport,26555,0,Yes,No,External,7,Liability,No,6
Pontiac,Urban,Male,32,Policy Holder,Sedan,22848,0,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,44,Policy Holder,Sedan,21629,0,No,No,External,6,Collision,No,5
Mercury,Rural,Male,34,Policy Holder,Sport,24751,0,No,No,External,0,Liability,No,0
Pontiac,Rural,Female,29,Policy Holder,Sedan,34469,0,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,30,Policy Holder,Sport,21249,0,No,No,External,0,Liability,No,4
Pontiac,Urban,Male,36,Policy Holder,Sedan,32445,0,No,No,External,4,All Perils,No,5
Accura,Urban,Male,26,Policy Holder,Sport,28669,0,No,No,Internal,5,Liability,No,0
Toyota,Urban,Male,40,Policy Holder,Sedan,27952,0,No,No,External,6,All Perils,No,0
Dodge,Urban,Male,32,Policy Holder,Sedan,31074,0,No,No,External,6,Collision,No,0
Chevrolet,Urban,Male,35,Third Party,Sedan,37813,0,No,No,External,3,Collision,No,0
VW,Rural,Male,32,Third Party,Sedan,27196,0,No,No,External,6,Collision,No,2
Mazda,Urban,Male,35,Policy Holder,Sedan,28701,0,No,No,External,6,Collision,No,4
Toyota,Urban,Male,30,Policy Holder,Sedan,25269,0,No,No,External,0,Collision,No,1
Chevrolet,Urban,Male,35,Policy Holder,Sport,27327,0,No,No,External,2,Liability,No,6
Chevrolet,Urban,Male,34,Policy Holder,Sedan,24497,0,No,No,External,7,Collision,No,0
Pontiac,Rural,Male,40,Third Party,Sedan,26966,0,No,No,External,6,Collision,No,2
Pontiac,Urban,Male,47,Policy Holder,Sedan,23925,0,No,No,External,2,All Perils,No,4
Pontiac,Rural,Male,27,Policy Holder,Sedan,13610,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,55,Policy Holder,Sport,26006,0,No,No,External,0,Liability,No,3
Pontiac,Rural,Male,29,Third Party,Sedan,22885,0,No,No,External,2,Collision,No,2
VW,Urban,Female,35,Policy Holder,Sedan,31525,0,No,No,External,0,Collision,No,1
Accura,Urban,Male,36,Policy Holder,Sport,20842,0,No,No,External,0,Liability,No,1
Pontiac,Urban,Male,26,Third Party,Sedan,33232,0,No,No,External,4,All Perils,No,1
Chevrolet,Rural,Female,37,Policy Holder,Sedan,27777,0,No,No,External,0,Collision,No,5
Pontiac,Urban,Male,27,Policy Holder,Sedan,22925,0,No,No,External,0,All Perils,No,3
Mazda,Urban,Female,32,Policy Holder,Sport,30367,0,No,No,External,0,Liability,No,1
Honda,Urban,Female,26,Policy Holder,Sedan,13297,0,No,No,External,1,All Perils,No,0
Pontiac,Urban,Male,28,Policy Holder,Sport,28718,0,No,No,External,1,Liability,No,4
Chevrolet,Urban,Male,32,Policy Holder,Sport,32840,0,No,No,External,0,Liability,No,5
Toyota,Urban,Male,35,Third Party,Sedan,31503,0,No,Yes,External,1,Collision,No,3
Accura,Urban,Female,44,Policy Holder,Sedan,35322,0,No,No,External,7,Collision,No,4
Mazda,Rural,Male,33,Policy Holder,Sedan,27897,0,No,No,External,0,All Perils,No,1
Pontiac,Urban,Female,34,Policy Holder,Sedan,23094,0,No,No,External,4,Collision,Yes,0
Mazda,Urban,Male,26,Third Party,Sedan,23046,0,No,No,External,2,Collision,No,6
Chevrolet,Rural,Male,41,Policy Holder,Sedan,23110,0,No,No,External,0,Collision,No,1
Mazda,Urban,Male,31,Policy Holder,Sedan,26706,0,No,No,External,1,Collision,No,3
Chevrolet,Urban,Female,29,Policy Holder,Sport,25352,0,No,No,External,5,Liability,No,1
Mazda,Urban,Male,28,Policy Holder,Sport,22402,0,No,No,External,7,Liability,No,5
Toyota,Urban,Male,30,Policy Holder,Sedan,28941,0,No,No,External,0,Collision,No,1
Pontiac,Urban,Female,41,Third Party,Sedan,25213,0,No,No,External,7,All Perils,No,0
Toyota,Rural,Male,48,Policy Holder,Sedan,31481,0,No,No,External,2,Collision,No,1
Honda,Urban,Male,31,Policy Holder,Sedan,22169,0,No,No,External,0,Collision,No,4
Mazda,Urban,Male,37,Third Party,Sedan,22046,0,No,No,External,0,All Perils,No,0
Pontiac,Rural,Male,62,Policy Holder,Sedan,31641,0,No,No,External,6,Collision,No,3
Toyota,Urban,Female,45,Policy Holder,Sedan,22966,0,No,No,External,6,All Perils,No,1
Toyota,Urban,Male,38,Third Party,Sedan,20245,0,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,22,Third Party,Sedan,28643,0,No,No,External,0,All Perils,No,4
Honda,Rural,Male,33,Policy Holder,Sedan,23164,0,No,No,External,6,All Perils,No,0
Toyota,Urban,Male,55,Third Party,Sedan,21228,0,No,No,External,7,Collision,No,0
Toyota,Urban,Male,31,Policy Holder,Sedan,31792,0,No,No,External,6,All Perils,No,1
Honda,Urban,Male,55,Policy Holder,Sedan,25143,0,No,No,External,7,Collision,No,1
Pontiac,Rural,Male,37,Policy Holder,Sedan,35129,0,No,No,External,0,Collision,No,1
Pontiac,Rural,Male,39,Policy Holder,Sedan,22694,0,No,No,External,6,All Perils,No,1
Pontiac,Urban,Male,29,Policy Holder,Sedan,32540,0,No,No,Internal,6,Collision,No,4
Pontiac,Urban,Male,30,Third Party,Sedan,32118,0,No,No,External,6,All Perils,No,0
Mazda,Urban,Female,39,Policy Holder,Sport,26847,0,No,No,External,6,Liability,No,1
Mazda,Urban,Male,73,Policy Holder,Sport,20927,0,No,No,External,1,Liability,No,5
Mazda,Urban,Male,32,Third Party,Sedan,22720,0,No,No,External,6,All Perils,No,0
Toyota,Urban,Female,61,Policy Holder,Sport,13642,0,No,No,External,0,Liability,No,1
Honda,Urban,Male,27,Third Party,Sedan,24097,0,No,No,External,0,Collision,No,2
Pontiac,Urban,Female,27,Policy Holder,Sport,24630,0,No,No,External,4,Liability,No,1
Pontiac,Urban,Male,35,Policy Holder,Sedan,10496,0,No,No,External,7,All Perils,No,0
Toyota,Urban,Male,40,Third Party,Sedan,36338,0,No,No,External,6,Collision,No,4
Pontiac,Urban,Male,42,Policy Holder,Sport,27739,0,No,No,External,7,Liability,No,0
Ford,Urban,Male,51,Policy Holder,Sport,30242,0,No,No,External,2,Liability,No,2
Accura,Urban,Male,43,Third Party,Sedan,30603,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,37,Policy Holder,Sport,22925,0,No,No,External,0,Liability,No,5
Pontiac,Urban,Female,26,Policy Holder,Sport,20565,0,No,No,External,0,Liability,No,0
Mazda,Urban,Female,33,Policy Holder,Sport,25163,0,No,No,External,1,Liability,No,4
Honda,Urban,Male,41,Policy Holder,Sport,36285,0,No,No,External,0,Liability,No,3
Pontiac,Urban,Male,28,Policy Holder,Sedan,23192,0,No,No,External,0,All Perils,No,1
Toyota,Urban,Female,45,Policy Holder,Sport,36471,0,No,No,External,6,Liability,No,1
Mazda,Rural,Female,55,Policy Holder,Sedan,21627,0,No,No,External,7,Collision,No,4
Pontiac,Urban,Female,30,Policy Holder,Sport,31524,0,No,No,External,0,Liability,No,6
Honda,Urban,Male,28,Policy Holder,Sedan,34136,0,No,No,External,0,Collision,No,1
Pontiac,Urban,Female,35,Policy Holder,Sport,23981,0,No,No,External,3,Liability,No,5
Honda,Urban,Male,27,Policy Holder,Sedan,25883,0,No,No,External,6,Collision,No,2
Chevrolet,Urban,Male,43,Policy Holder,Sport,28337,0,No,No,External,6,Liability,No,4
Pontiac,Urban,Male,28,Third Party,Sedan,31886,0,No,No,External,7,All Perils,No,0
Mazda,Urban,Male,48,Third Party,Sedan,24129,0,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,29,Policy Holder,Sedan,22491,0,No,No,External,5,All Perils,No,0
Honda,Urban,Male,28,Policy Holder,Sport,28984,0,No,No,External,3,Liability,No,6
Honda,Urban,Male,45,Third Party,Sedan,25933,0,No,No,External,6,All Perils,No,1
Mazda,Urban,Male,29,Third Party,Sedan,27024,0,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,32,Third Party,Sedan,23937,0,No,No,External,3,Collision,No,3
Pontiac,Urban,Female,35,Policy Holder,Sport,24848,0,No,No,External,0,Liability,No,5
Toyota,Rural,Female,28,Policy Holder,Sedan,22146,0,No,No,External,0,All Perils,No,1
Toyota,Rural,Male,58,Third Party,Sedan,28529,0,No,No,External,0,All Perils,No,0
Toyota,Rural,Male,39,Policy Holder,Sedan,30235,0,No,No,External,7,Collision,No,2
Honda,Urban,Male,47,Policy Holder,Sport,28371,0,No,No,External,2,Liability,No,1
Mazda,Urban,Male,26,Third Party,Sedan,23730,0,No,No,External,7,Collision,No,2
Pontiac,Urban,Male,54,Policy Holder,Sport,36647,0,No,No,External,7,Liability,No,0
Mazda,Urban,Male,34,Policy Holder,Sport,32928,0,No,No,External,0,Liability,No,2
Chevrolet,Urban,Male,58,Policy Holder,Sedan,33706,0,No,No,External,0,Collision,No,1
Honda,Urban,Male,44,Policy Holder,Sedan,25304,0,No,No,External,0,Collision,No,1
Toyota,Rural,Male,28,Third Party,Sedan,20927,0,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,27,Third Party,Sedan,33125,0,No,No,External,4,Collision,No,4
Pontiac,Urban,Male,52,Policy Holder,Sport,28047,0,No,No,External,0,Liability,No,5
Chevrolet,Urban,Female,35,Policy Holder,Sedan,22768,0,No,No,External,0,Collision,No,1
Toyota,Urban,Male,37,Policy Holder,Sedan,27253,0,No,No,External,0,All Perils,No,2
Pontiac,Rural,Male,44,Policy Holder,Sedan,35792,0,No,No,External,0,Collision,No,1
Toyota,Urban,Male,56,Policy Holder,Sport,24211,0,No,No,External,0,Liability,No,4
Mazda,Urban,Female,45,Policy Holder,Sport,27120,0,No,No,External,7,Liability,No,4
Dodge,Urban,Male,48,Policy Holder,Sport,30555,0,No,No,External,5,Liability,No,1
Chevrolet,Urban,Male,37,Third Party,Sport,22091,0,No,No,External,6,Liability,No,0
Honda,Rural,Male,31,Policy Holder,Sedan,32819,0,No,No,External,3,Collision,No,1
Pontiac,Urban,Male,41,Third Party,Sedan,21391,0,No,No,External,7,All Perils,No,1
Ford,Urban,Male,45,Policy Holder,Sedan,25468,0,No,No,External,2,All Perils,No,0
Mazda,Urban,Male,28,Policy Holder,Sport,27988,0,No,No,External,0,Liability,No,2
Honda,Rural,Male,29,Policy Holder,Sport,27707,0,No,No,External,0,Liability,No,4
Toyota,Urban,Female,35,Policy Holder,Sedan,15453,0,No,No,External,0,Collision,No,0
Toyota,Urban,Male,45,Policy Holder,Sport,24732,0,No,No,External,0,Liability,No,2
Toyota,Urban,Male,35,Policy Holder,Sedan,22157,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,27,Third Party,Sedan,22824,0,No,No,External,0,All Perils,No,0
Toyota,Rural,Male,33,Policy Holder,Sedan,28461,0,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,30,Policy Holder,Sedan,30360,0,No,No,External,0,Collision,No,0
Mazda,Urban,Male,27,Policy Holder,Sedan,23704,0,No,No,External,0,Collision,No,2
Pontiac,Urban,Female,34,Policy Holder,Sport,21513,0,No,No,External,2,Liability,No,0
Toyota,Urban,Male,41,Policy Holder,Sedan,27889,0,No,No,External,7,Collision,No,0
Mazda,Rural,Male,40,Third Party,Sedan,25208,0,Yes,Yes,External,6,Collision,No,1
Toyota,Urban,Female,30,Policy Holder,Sport,23395,0,No,No,External,1,Liability,No,4
Honda,Urban,Male,40,Third Party,Sedan,27227,0,No,No,External,0,All Perils,No,2
Pontiac,Rural,Female,28,Policy Holder,Sedan,26254,0,No,No,External,4,Collision,No,1
Honda,Urban,Male,29,Policy Holder,Sport,34311,0,No,No,External,0,Liability,No,0
Toyota,Rural,Male,69,Policy Holder,Sport,22014,0,No,No,External,2,Liability,No,0
Pontiac,Urban,Male,45,Third Party,Sedan,38983,0,No,No,External,2,All Perils,No,1
Toyota,Urban,Female,29,Third Party,Sedan,27630,0,No,No,External,2,Collision,No,3
Toyota,Urban,Male,58,Policy Holder,Sport,23975,0,No,No,External,0,Liability,No,5
Honda,Urban,Female,32,Policy Holder,Sport,23917,0,No,No,External,6,Liability,No,1
Honda,Urban,Male,28,Policy Holder,Sedan,17425,0,No,No,External,2,All Perils,No,2
Honda,Urban,Male,40,Policy Holder,Sedan,21382,0,No,No,External,0,Collision,No,4
Honda,Urban,Male,67,Third Party,Sedan,25301,0,No,No,External,1,All Perils,No,4
Pontiac,Urban,Female,32,Third Party,Sport,20808,0,No,No,External,0,Liability,No,5
Ford,Urban,Male,44,Policy Holder,Sport,36724,0,No,No,Internal,4,Liability,Yes,2
Accura,Urban,Male,29,Policy Holder,Sport,36291,0,No,No,External,0,Liability,No,4
Toyota,Urban,Male,58,Third Party,Sport,37277,0,No,No,External,5,Liability,No,3
Toyota,Urban,Male,55,Policy Holder,Sedan,17534,0,No,No,External,1,All Perils,No,1
Pontiac,Urban,Male,39,Policy Holder,Utility,50658,0,No,No,External,1,Liability,No,6
Pontiac,Urban,Male,65,Policy Holder,Sport,23698,0,No,No,External,2,Liability,No,1
Chevrolet,Urban,Male,40,Third Party,Sedan,27436,0,No,No,External,3,Collision,No,4
Mazda,Urban,Male,42,Policy Holder,Sedan,22434,0,No,No,External,3,Collision,No,0
Pontiac,Urban,Male,28,Policy Holder,Sedan,33484,0,No,No,External,0,Collision,No,0
Toyota,Rural,Male,27,Policy Holder,Sport,32908,0,No,No,External,6,Liability,No,4
Toyota,Urban,Male,37,Policy Holder,Sedan,26471,0,No,No,External,2,All Perils,No,3
Pontiac,Urban,Male,54,Policy Holder,Sport,27411,0,No,No,External,3,Liability,No,6
Accura,Urban,Female,55,Policy Holder,Sport,21647,0,No,No,External,0,Liability,No,4
Chevrolet,Urban,Male,48,Policy Holder,Sport,20841,0,No,No,External,4,Liability,No,6
Honda,Urban,Male,31,Policy Holder,Sport,33275,0,No,No,External,1,Liability,No,3
Honda,Urban,Male,29,Policy Holder,Sedan,11453,0,Yes,No,External,0,All Perils,No,4
Honda,Urban,Male,31,Third Party,Sedan,22180,0,No,No,External,2,All Perils,No,1
Honda,Urban,Female,31,Third Party,Sport,25942,0,No,No,External,0,Liability,No,4
Mazda,Urban,Male,41,Policy Holder,Sedan,21065,0,No,No,External,0,Collision,No,1
Toyota,Urban,Male,37,Policy Holder,Sedan,30968,0,No,No,External,6,Collision,No,2
Chevrolet,Urban,Male,41,Policy Holder,Sport,25946,0,No,No,External,0,Liability,No,5
Pontiac,Urban,Male,34,Policy Holder,Sport,33204,0,No,No,External,2,Liability,No,1
Toyota,Urban,Female,35,Policy Holder,Sedan,22961,0,No,No,External,7,Collision,No,2
Mazda,Urban,Male,39,Third Party,Sedan,35601,0,No,No,External,6,Collision,No,2
Dodge,Urban,Male,28,Policy Holder,Sedan,36180,0,No,No,External,7,Collision,No,6
VW,Urban,Male,61,Policy Holder,Sport,34885,0,No,No,External,0,Liability,No,6
Pontiac,Urban,Male,50,Policy Holder,Sedan,27101,0,No,No,External,3,All Perils,No,0
Honda,Urban,Male,53,Policy Holder,Sport,42321,0,No,No,External,0,Liability,No,0
VW,Urban,Male,43,Policy Holder,Sedan,20792,0,No,No,External,7,Collision,No,1
Mazda,Urban,Male,31,Policy Holder,Sport,25176,0,No,No,External,3,Liability,No,0
Toyota,Urban,Male,42,Policy Holder,Sedan,20228,0,No,No,External,2,Collision,No,2
Toyota,Urban,Male,40,Policy Holder,Sedan,15106,0,No,No,External,0,Collision,No,0
Mazda,Urban,Female,59,Policy Holder,Sedan,15727,0,No,No,External,0,Collision,No,1
Toyota,Rural,Female,31,Policy Holder,Sport,20288,0,No,No,External,6,Liability,No,6
Pontiac,Urban,Female,30,Policy Holder,Sedan,19941,0,No,No,External,3,All Perils,No,1
Accura,Urban,Male,26,Policy Holder,Sport,25452,0,No,No,External,0,Liability,No,4
Toyota,Urban,Male,35,Policy Holder,Sport,24543,0,No,No,External,0,Liability,No,3
Mazda,Urban,Male,32,Third Party,Sedan,24273,0,No,No,External,0,Collision,No,3
Chevrolet,Urban,Male,29,Policy Holder,Sedan,27968,0,No,No,External,0,Collision,No,0
Honda,Urban,Male,45,Policy Holder,Sedan,27173,0,No,No,External,4,Collision,No,1
Chevrolet,Urban,Female,34,Policy Holder,Sport,28921,0,No,No,External,0,Liability,No,0
Toyota,Urban,Female,34,Policy Holder,Sport,24730,0,No,No,External,7,Liability,No,1
Toyota,Rural,Male,30,Policy Holder,Sedan,24827,0,No,No,External,1,Collision,No,0
Pontiac,Urban,Male,24,Policy Holder,Sedan,24468,0,No,No,External,5,Collision,No,1
Pontiac,Urban,Male,39,Policy Holder,Sport,21501,0,No,No,External,0,Liability,No,0
Mazda,Urban,Male,39,Policy Holder,Sedan,24522,0,No,No,External,2,Collision,No,3
Honda,Urban,Male,39,Policy Holder,Sedan,27735,0,No,No,External,0,Collision,Yes,3
Mazda,Urban,Male,42,Policy Holder,Sport,32982,0,No,No,External,7,Liability,No,5
Honda,Urban,Female,24,Policy Holder,Sedan,26723,0,No,No,External,4,Collision,No,1
Toyota,Rural,Male,43,Policy Holder,Sport,34746,0,No,No,External,0,Liability,No,6
Mazda,Urban,Male,33,Third Party,Sedan,22945,0,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,30,Policy Holder,Sport,34780,0,No,No,External,6,Liability,No,1
Pontiac,Urban,Male,66,Policy Holder,Sport,15343,0,No,No,External,1,Liability,No,2
Mazda,Urban,Female,55,Policy Holder,Sport,27416,0,No,No,External,1,Liability,No,4
Chevrolet,Urban,Male,21,Policy Holder,Sport,23154,0,No,No,External,3,Liability,No,2
Pontiac,Urban,Male,38,Policy Holder,Sport,30218,0,No,No,External,0,Liability,No,0
Mazda,Urban,Female,29,Third Party,Sport,20255,0,No,No,External,0,Liability,No,5
Toyota,Urban,Male,28,Policy Holder,Sport,44037,0,No,No,External,0,Liability,No,2
Mazda,Rural,Male,34,Third Party,Sedan,24106,0,No,No,External,1,Collision,No,2
Pontiac,Urban,Male,36,Policy Holder,Sedan,13380,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,64,Third Party,Sedan,27192,0,No,No,External,0,All Perils,No,1
Pontiac,Urban,Female,38,Policy Holder,Sedan,25491,0,No,No,External,0,Collision,No,5
Mazda,Urban,Female,39,Policy Holder,Sedan,25621,0,No,No,External,6,Collision,No,3
Honda,Rural,Male,52,Policy Holder,Sport,28601,0,No,No,External,1,Liability,No,4
Toyota,Urban,Female,48,Third Party,Sedan,22452,0,No,No,External,7,Collision,No,0
Accura,Urban,Male,38,Policy Holder,Sport,31783,0,No,No,External,5,Liability,No,4
Toyota,Urban,Female,29,Third Party,Sedan,26205,0,No,No,External,6,Collision,No,2
Mazda,Urban,Male,41,Policy Holder,Sedan,25537,0,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,33,Third Party,Sedan,24274,0,No,No,External,0,Collision,No,3
Chevrolet,Urban,Male,38,Third Party,Sedan,28514,0,No,No,External,2,All Perils,No,0
Mazda,Urban,Male,30,Policy Holder,Sedan,26866,0,No,No,External,2,All Perils,No,4
Honda,Urban,Female,37,Third Party,Sedan,27587,0,No,No,External,0,Collision,No,0
Toyota,Urban,Male,26,Third Party,Sedan,21513,0,No,No,External,0,Collision,No,1
Mazda,Urban,Male,30,Policy Holder,Sedan,24221,0,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,50,Policy Holder,Sedan,10598,0,No,No,External,1,All Perils,No,0
Toyota,Rural,Male,32,Policy Holder,Sedan,30035,0,No,No,External,1,Collision,No,0
Chevrolet,Urban,Male,45,Third Party,Sedan,22460,0,No,No,External,0,All Perils,No,2
VW,Urban,Male,26,Policy Holder,Sport,33166,0,No,No,External,6,Liability,No,3
Toyota,Urban,Male,32,Policy Holder,Sport,23532,0,No,No,External,7,Liability,No,3
Pontiac,Urban,Male,38,Policy Holder,Sedan,27452,0,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,50,Policy Holder,Sedan,24466,0,No,No,External,2,Collision,No,1
Pontiac,Urban,Male,39,Policy Holder,Sedan,26176,0,No,No,External,0,Collision,No,4
Toyota,Rural,Male,53,Policy Holder,Sedan,21768,0,No,No,External,0,Collision,No,1
Toyota,Urban,Female,33,Third Party,Sedan,26907,0,No,No,External,0,Collision,No,1
Honda,Urban,Male,35,Third Party,Sedan,21180,0,No,No,External,5,All Perils,No,2
Ford,Urban,Male,29,Policy Holder,Sedan,32642,0,No,No,External,0,All Perils,No,4
Honda,Urban,Male,30,Policy Holder,Sedan,32065,0,No,No,External,7,Collision,No,5
Pontiac,Urban,Male,38,Policy Holder,Sedan,28548,0,No,No,External,2,Collision,No,0
Toyota,Urban,Female,38,Policy Holder,Sedan,28164,0,No,No,External,1,Collision,No,1
Toyota,Urban,Male,27,Policy Holder,Sedan,27311,0,No,No,External,2,All Perils,No,0
Ford,Urban,Male,31,Policy Holder,Sport,32819,0,Yes,No,External,0,Liability,No,4
Toyota,Rural,Male,41,Third Party,Sedan,23162,0,No,No,External,2,Collision,No,1
VW,Urban,Male,34,Policy Holder,Sedan,45261,0,No,No,External,0,All Perils,No,3
Chevrolet,Urban,Female,56,Third Party,Sport,37010,0,No,No,External,1,Liability,No,3
Mazda,Urban,Male,36,Policy Holder,Sedan,28885,0,No,No,External,4,Collision,No,0
Pontiac,Urban,Male,37,Third Party,Sport,37444,0,No,No,External,0,Liability,No,6
Mazda,Urban,Male,26,Policy Holder,Sport,37117,0,No,No,External,2,Liability,No,1
Honda,Urban,Male,29,Third Party,Sedan,24238,0,No,No,External,0,All Perils,No,0
Toyota,Urban,Female,68,Policy Holder,Sedan,27436,0,No,No,External,3,All Perils,No,0
Pontiac,Urban,Male,42,Third Party,Sedan,38268,0,No,No,External,7,All Perils,No,0
Honda,Urban,Male,24,Third Party,Sedan,28637,0,No,No,External,5,All Perils,No,2
Toyota,Urban,Male,40,Policy Holder,Sedan,11405,0,No,No,External,2,All Perils,No,1
Chevrolet,Rural,Male,33,Policy Holder,Sedan,27754,0,No,No,External,0,Collision,No,5
Toyota,Urban,Male,33,Third Party,Sedan,27669,0,No,No,External,0,All Perils,No,1
Honda,Urban,Male,46,Policy Holder,Sedan,36321,0,No,No,External,0,Collision,No,3
Chevrolet,Rural,Male,41,Policy Holder,Sport,21490,0,No,No,External,3,Liability,No,5
Pontiac,Urban,Male,30,Third Party,Sport,32597,0,No,No,External,0,Liability,No,2
Pontiac,Urban,Male,29,Policy Holder,Sedan,27125,0,No,No,External,3,Collision,No,4
Ford,Urban,Male,30,Policy Holder,Sedan,33760,0,No,No,External,6,Collision,No,6
Accura,Urban,Female,37,Policy Holder,Sedan,38922,0,No,No,External,5,Collision,No,0
Toyota,Urban,Male,61,Policy Holder,Sport,26447,0,No,No,External,6,Liability,No,5
Honda,Urban,Male,45,Policy Holder,Sedan,30135,0,No,No,External,5,Collision,No,4
Pontiac,Urban,Female,30,Third Party,Sedan,13331,0,No,No,External,2,All Perils,No,1
Honda,Urban,Male,43,Policy Holder,Sedan,23150,0,No,No,External,0,All Perils,No,6
Toyota,Urban,Female,35,Policy Holder,Sedan,21027,0,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,34,Policy Holder,Sedan,30052,0,No,No,External,0,Collision,No,5
Accura,Urban,Male,41,Policy Holder,Sedan,35236,0,No,No,External,0,Collision,No,4
Toyota,Urban,Female,37,Policy Holder,Sedan,15830,0,Yes,No,External,2,All Perils,No,3
Toyota,Rural,Male,39,Third Party,Sedan,28743,0,No,No,External,6,Collision,No,3
Honda,Urban,Female,32,Policy Holder,Sedan,23332,0,No,No,External,0,Collision,No,3
Pontiac,Urban,Male,31,Policy Holder,Sedan,26305,0,No,No,External,4,All Perils,No,0
Mazda,Urban,Female,36,Policy Holder,Sport,26666,0,No,No,External,4,Liability,No,2
Toyota,Urban,Male,29,Policy Holder,Sport,33125,0,No,No,External,0,Liability,No,6
Mazda,Rural,Female,52,Third Party,Sedan,25264,0,No,No,External,5,All Perils,No,0
Honda,Rural,Male,46,Policy Holder,Sedan,31678,0,No,No,External,1,Collision,No,0
Mazda,Urban,Male,31,Third Party,Sedan,24167,0,Yes,No,External,0,Collision,No,1
Toyota,Urban,Female,27,Policy Holder,Sedan,11817,0,No,No,External,0,All Perils,No,2
Accura,Urban,Male,42,Third Party,Sedan,24947,0,No,No,External,0,Collision,No,2
Toyota,Urban,Male,29,Policy Holder,Sedan,28268,0,No,No,External,3,Collision,No,0
Toyota,Urban,Male,21,Policy Holder,Sedan,26747,0,No,No,External,2,Collision,No,3
Toyota,Urban,Male,30,Third Party,Sedan,28521,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Female,26,Policy Holder,Sedan,16281,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,27,Third Party,Sedan,22938,0,No,No,External,3,All Perils,No,1
Toyota,Urban,Male,29,Policy Holder,Sedan,24895,0,No,No,External,0,Collision,No,1
Mazda,Urban,Male,42,Policy Holder,Sedan,21746,0,No,No,External,6,Collision,No,4
Honda,Urban,Female,39,Policy Holder,Sport,21617,0,No,No,External,0,Liability,No,5
Honda,Urban,Male,28,Third Party,Sedan,25468,0,No,No,External,0,Collision,No,3
Pontiac,Urban,Male,42,Third Party,Sedan,26337,0,No,No,External,7,All Perils,No,1
Honda,Urban,Male,31,Policy Holder,Sport,20211,0,No,No,External,3,Liability,No,2
Toyota,Urban,Male,37,Policy Holder,Sport,35483,0,No,No,External,0,Liability,No,2
Pontiac,Urban,Female,55,Policy Holder,Sedan,17561,0,No,No,External,0,Collision,No,4
Mazda,Urban,Male,31,Policy Holder,Sport,36087,0,No,No,External,0,Liability,No,2
Saab,Urban,Male,32,Policy Holder,Sedan,35212,0,No,No,External,2,Collision,No,1
Honda,Urban,Male,30,Policy Holder,Sport,25903,0,No,No,External,0,Liability,Yes,0
Toyota,Urban,Male,35,Policy Holder,Sport,24341,0,No,No,External,6,Liability,No,5
Toyota,Urban,Male,55,Policy Holder,Sport,38112,0,No,No,External,6,Liability,No,0
Toyota,Urban,Male,31,Third Party,Sport,26924,0,No,No,External,7,Liability,No,3
Mazda,Rural,Female,32,Policy Holder,Sedan,32742,0,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,41,Policy Holder,Sport,36061,0,No,No,External,5,Liability,No,4
