OwnerAge,CarPrice,NumberOfSuppliments,PastNumberOfClaims,AccidentArea_Rural,AccidentArea_Urban,OwnerGender_Female,OwnerGender_Male,Fault_Policy Holder,Fault_Third Party,CarCategory_Sedan,CarCategory_Sport,CarCategory_Utility,PoliceReportFiled_No,PoliceReportFiled_Yes,WitnessPresent_No,WitnessPresent_Yes,AgentType_External,AgentType_Internal,BasePolicy_All Perils,BasePolicy_Collision,BasePolicy_Liability,IsAddressChanged_No,IsAddressChanged_Yes
54,30858,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
40,31773,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,24671,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,33124,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
22,12532,6,4,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
32,33197,0,5,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,30568,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,35368,3,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,23996,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,35793,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
44,25400,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,19463,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
32,28905,1,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,27672,2,6,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0
47,20736,0,6,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,30777,7,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,28131,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
30,25511,6,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,21152,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
44,25201,7,4,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
35,24203,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
39,55629,4,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,25191,7,4,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,21517,1,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,10557,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
38,55238,5,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
40,22322,6,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,25398,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,12672,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
55,20664,7,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,21551,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
46,31865,5,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
37,20044,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,14066,3,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
22,20306,7,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
27,26841,7,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,36284,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
39,27231,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,30467,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
36,22098,7,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
52,28008,1,2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
36,21849,3,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,26089,6,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,20817,2,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
53,22348,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
58,20440,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
39,17347,7,4,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
27,23704,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
46,27541,7,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,34156,0,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
28,22726,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,24287,0,3,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,27519,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,24771,0,4,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,26736,0,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,23797,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,23581,7,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
34,21811,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
42,13755,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,28698,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
46,22264,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
57,21891,7,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
24,38067,6,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,32074,0,3,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
34,28308,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,22891,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,25545,2,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
36,22146,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
50,28126,0,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,28390,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
45,25483,2,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,12900,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
50,28193,1,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,21984,0,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,26392,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
51,23917,6,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0
30,37313,5,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
47,22942,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
24,22152,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,24798,0,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
50,11787,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,26560,3,5,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,32231,6,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,25139,5,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,20031,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
55,45960,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,18732,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
57,31289,4,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,24794,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,23014,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
49,20686,2,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
64,26411,6,6,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
37,32578,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
43,26852,4,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,28931,6,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
71,11594,6,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
46,26248,6,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
40,28677,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
44,31852,1,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,20433,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,23590,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
51,21050,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,26352,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,21914,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,20587,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
29,36383,0,6,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,54306,0,6,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
54,38429,0,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
27,27923,7,4,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
58,25531,2,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
48,26162,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
39,17130,4,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
26,24328,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,26136,1,3,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
27,26141,0,4,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
65,35405,7,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
44,47536,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,37571,0,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,23207,1,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
27,24502,2,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,26228,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,35093,5,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
47,31346,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,20601,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,25014,4,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,21795,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,20874,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,27065,6,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
39,27355,7,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,48986,4,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,25381,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,21390,2,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
65,23698,2,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,27448,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
54,20233,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
42,35455,0,3,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
44,31713,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,23854,0,5,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0
39,27811,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,23075,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
29,28707,0,2,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
45,22404,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,30871,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,13735,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,20565,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,36521,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
22,10713,7,4,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
22,10858,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,35510,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,33814,2,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
24,31147,1,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
39,22338,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,36819,6,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,24685,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
25,21519,3,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
39,12857,4,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
44,20830,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
35,27848,7,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
48,24309,1,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
25,24325,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,12756,4,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
30,31117,0,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,22378,0,3,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
35,20896,2,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,32922,5,4,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0
35,20340,2,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
52,24713,3,2,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
29,25340,2,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
39,51903,3,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,20098,0,6,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
59,22515,1,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
45,21262,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
29,21441,2,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
53,20204,0,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
29,30904,0,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,31010,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,38074,6,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,24265,6,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
47,20869,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
64,19274,1,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
41,26598,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
40,31552,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,19301,7,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,38086,6,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,20415,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
32,26738,7,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,22728,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
40,23715,1,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,21994,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
42,21192,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
37,38562,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
21,26633,6,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
36,24281,7,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,13819,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
47,30103,6,5,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,24424,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
53,26744,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
43,35493,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,21814,1,4,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,36654,1,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,11160,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,20485,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,21210,1,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,24865,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,24416,0,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,23972,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
37,23395,7,5,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
47,21468,6,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,43958,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
30,27347,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
39,37575,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
44,24159,3,4,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
22,25265,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
31,27376,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
41,24181,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,28261,6,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,38576,6,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
42,34837,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
37,31146,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
36,36153,4,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
45,26587,7,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,23611,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
32,32762,7,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,23139,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
40,23413,2,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
42,31306,0,3,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
33,25984,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,36558,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
42,36953,6,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,32720,0,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,25370,0,6,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
43,33308,0,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
33,27338,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
21,27815,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,31847,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,26465,0,4,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
38,21138,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
50,25769,5,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
37,31531,2,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
45,38464,0,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
47,27242,6,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
49,25548,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
44,14660,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,31083,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
46,17487,6,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
52,14075,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
43,37410,7,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,32261,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
38,32285,1,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
60,37719,3,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,16767,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
42,27565,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
55,32569,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,24028,5,5,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
37,26278,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
43,16681,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
43,11799,6,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
53,22710,7,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,25055,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,25775,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,26365,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
36,20314,0,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
33,34899,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
56,10909,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
42,10101,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
29,24582,5,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
64,36433,0,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,33818,2,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
32,17187,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
45,25563,6,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
35,24624,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
26,26706,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,13985,6,6,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
27,20679,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
60,24825,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
43,19723,3,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,19367,5,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,36938,6,6,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,16598,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
24,54056,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
